
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 27-Nov-2025 at 16:19:01.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
   14.9875   9.8880244E+05   1.4397328E+06   9.8801900E+05   7.9155250E+05   1.2405645E+06   7.9128506E+05
   15.0000   9.8873169E+05   1.4400079E+06   9.8785906E+05   7.9147881E+05   1.2408662E+06   7.9110481E+05
   15.0125   9.8865512E+05   1.4402855E+06   9.8769406E+05   7.9140025E+05   1.2411702E+06   7.9091812E+05
   15.0250   9.8857262E+05   1.4405654E+06   9.8752400E+05   7.9131694E+05   1.2414764E+06   7.9072525E+05
   15.0375   9.8848444E+05   1.4408475E+06   9.8734900E+05   7.9122881E+05   1.2417844E+06   7.9052644E+05
   15.0500   9.8839044E+05   1.4411315E+06   9.8716912E+05   7.9113600E+05   1.2420940E+06   7.9032181E+05
   15.0625   9.8829075E+05   1.4414171E+06   9.8698456E+05   7.9103856E+05   1.2424051E+06   7.9011169E+05
   15.0750   9.8818550E+05   1.4417044E+06   9.8679544E+05   7.9093650E+05   1.2427175E+06   7.8989625E+05
   15.0875   9.8807469E+05   1.4419930E+06   9.8660188E+05   7.9082988E+05   1.2430310E+06   7.8967581E+05
   15.1000   9.8795844E+05   1.4422829E+06   9.8640400E+05   7.9071875E+05   1.2433452E+06   7.8945056E+05
   15.1125   9.8783675E+05   1.4425738E+06   9.8620188E+05   7.9060306E+05   1.2436602E+06   7.8922075E+05
   15.1250   9.8770975E+05   1.4428655E+06   9.8599569E+05   7.9048288E+05   1.2439758E+06   7.8898669E+05
   15.1375   9.8757756E+05   1.4431579E+06   9.8578550E+05   7.9035819E+05   1.2442915E+06   7.8874850E+05
   15.1500   9.8744019E+05   1.4434509E+06   9.8557150E+05   7.9022900E+05   1.2446075E+06   7.8850650E+05
   15.1625   9.8729775E+05   1.4437442E+06   9.8535381E+05   7.9009538E+05   1.2449236E+06   7.8826094E+05
   15.1750   9.8715038E+05   1.4440379E+06   9.8513256E+05   7.8995725E+05   1.2452396E+06   7.8801194E+05
   15.1875   9.8699819E+05   1.4443315E+06   9.8490781E+05   7.8981462E+05   1.2455555E+06   7.8775981E+05
   15.2000   9.8684125E+05   1.4446252E+06   9.8467988E+05   7.8966750E+05   1.2458711E+06   7.8750481E+05
   15.2125   9.8667969E+05   1.4449188E+06   9.8444881E+05   7.8951588E+05   1.2461862E+06   7.8724700E+05
   15.2250   9.8651369E+05   1.4452118E+06   9.8421481E+05   7.8935981E+05   1.2465010E+06   7.8698669E+05
   15.2375   9.8634344E+05   1.4455042E+06   9.8397800E+05   7.8919919E+05   1.2468151E+06   7.8672406E+05
   15.2500   9.8616900E+05   1.4457960E+06   9.8373869E+05   7.8903412E+05   1.2471285E+06   7.8645931E+05
   15.2625   9.8599062E+05   1.4460868E+06   9.8349700E+05   7.8886462E+05   1.2474411E+06   7.8619269E+05
   15.2750   9.8580844E+05   1.4463762E+06   9.8325319E+05   7.8869069E+05   1.2477528E+06   7.8592438E+05
   15.2875   9.8562262E+05   1.4466644E+06   9.8300744E+05   7.8851244E+05   1.2480634E+06   7.8565450E+05
   15.3000   9.8543338E+05   1.4469509E+06   9.8276000E+05   7.8832981E+05   1.2483728E+06   7.8538338E+05
   15.3125   9.8524088E+05   1.4472355E+06   9.8251112E+05   7.8814300E+05   1.2486808E+06   7.8511119E+05
   15.3250   9.8504531E+05   1.4475184E+06   9.8226094E+05   7.8795206E+05   1.2489874E+06   7.8483812E+05
   15.3375   9.8484675E+05   1.4477989E+06   9.8200981E+05   7.8775706E+05   1.2492921E+06   7.8456444E+05
   15.3500   9.8464550E+05   1.4480772E+06   9.8175781E+05   7.8755806E+05   1.2495951E+06   7.8429025E+05
   15.3625   9.8444156E+05   1.4483531E+06   9.8150525E+05   7.8735519E+05   1.2498961E+06   7.8401594E+05
   15.3750   9.8423519E+05   1.4486265E+06   9.8125231E+05   7.8714862E+05   1.2501950E+06   7.8374156E+05
   15.3875   9.8402656E+05   1.4488972E+06   9.8099919E+05   7.8693844E+05   1.2504914E+06   7.8346744E+05
   15.4000   9.8381569E+05   1.4491652E+06   9.8074619E+05   7.8672475E+05   1.2507854E+06   7.8319369E+05
   15.4125   9.8360275E+05   1.4494304E+06   9.8049338E+05   7.8650769E+05   1.2510765E+06   7.8292062E+05
   15.4250   9.8338794E+05   1.4496926E+06   9.8024100E+05   7.8628738E+05   1.2513649E+06   7.8264844E+05
   15.4375   9.8317125E+05   1.4499519E+06   9.7998919E+05   7.8606406E+05   1.2516502E+06   7.8237725E+05
   15.4500   9.8295294E+05   1.4502082E+06   9.7973819E+05   7.8583775E+05   1.2519325E+06   7.8210731E+05
   15.4625   9.8273306E+05   1.4504615E+06   9.7948812E+05   7.8560869E+05   1.2522114E+06   7.8183881E+05
   15.4750   9.8251181E+05   1.4507118E+06   9.7923925E+05   7.8537700E+05   1.2524868E+06   7.8157200E+05
   15.4875   9.8228931E+05   1.4509588E+06   9.7899175E+05   7.8514294E+05   1.2527585E+06   7.8130706E+05
   15.5000   9.8206562E+05   1.4512025E+06   9.7874569E+05   7.8490656E+05   1.2530265E+06   7.8104412E+05
   15.5125   9.8184100E+05   1.4514430E+06   9.7850138E+05   7.8466819E+05   1.2532905E+06   7.8078344E+05
   15.5250   9.8161569E+05   1.4516800E+06   9.7825900E+05   7.8442788E+05   1.2535504E+06   7.8052525E+05
   15.5375   9.8138969E+05   1.4519135E+06   9.7801869E+05   7.8418600E+05   1.2538061E+06   7.8026969E+05
   15.5500   9.8116319E+05   1.4521434E+06   9.7778062E+05   7.8394262E+05   1.2540572E+06   7.8001700E+05
   15.5625   9.8093650E+05   1.4523695E+06   9.7754506E+05   7.8369806E+05   1.2543040E+06   7.7976731E+05
   15.5750   9.8070956E+05   1.4525920E+06   9.7731200E+05   7.8345250E+05   1.2545460E+06   7.7952088E+05
   15.5875   9.8048275E+05   1.4528106E+06   9.7708181E+05   7.8320619E+05   1.2547830E+06   7.7927794E+05
   15.6000   9.8025606E+05   1.4530254E+06   9.7685450E+05   7.8295931E+05   1.2550151E+06   7.7903856E+05
   15.6125   9.8002969E+05   1.4532361E+06   9.7663025E+05   7.8271212E+05   1.2552421E+06   7.7880300E+05
   15.6250   9.7980375E+05   1.4534430E+06   9.7640919E+05   7.8246488E+05   1.2554639E+06   7.7857144E+05
   15.6375   9.7957838E+05   1.4536458E+06   9.7619156E+05   7.8221775E+05   1.2556804E+06   7.7834406E+05
   15.6500   9.7935388E+05   1.4538444E+06   9.7597744E+05   7.8197106E+05   1.2558914E+06   7.7812100E+05
   15.6625   9.7913012E+05   1.4540390E+06   9.7576688E+05   7.8172488E+05   1.2560970E+06   7.7790244E+05
   15.6750   9.7890744E+05   1.4542294E+06   9.7556006E+05   7.8147956E+05   1.2562970E+06   7.7768844E+05
   15.6875   9.7868575E+05   1.4544156E+06   9.7535712E+05   7.8123525E+05   1.2564915E+06   7.7747925E+05
   15.7000   9.7846531E+05   1.4545978E+06   9.7515806E+05   7.8099219E+05   1.2566804E+06   7.7727494E+05
   15.7125   9.7824619E+05   1.4547756E+06   9.7496312E+05   7.8075062E+05   1.2568638E+06   7.7707569E+05
   15.7250   9.7802850E+05   1.4549494E+06   9.7477231E+05   7.8051069E+05   1.2570414E+06   7.7688150E+05
   15.7375   9.7781231E+05   1.4551189E+06   9.7458575E+05   7.8027256E+05   1.2572134E+06   7.7669262E+05
   15.7500   9.7759781E+05   1.4552841E+06   9.7440356E+05   7.8003656E+05   1.2573799E+06   7.7650900E+05
   15.7625   9.7738512E+05   1.4554450E+06   9.7422575E+05   7.7980281E+05   1.2575408E+06   7.7633088E+05
   15.7750   9.7717450E+05   1.4556014E+06   9.7405275E+05   7.7957156E+05   1.2576960E+06   7.7615825E+05
   15.7875   9.7696588E+05   1.4557534E+06   9.7388431E+05   7.7934306E+05   1.2578458E+06   7.7599125E+05
   15.8000   9.7675950E+05   1.4559006E+06   9.7372075E+05   7.7911744E+05   1.2579900E+06   7.7582994E+05
   15.8125   9.7655550E+05   1.4560435E+06   9.7356200E+05   7.7889488E+05   1.2581286E+06   7.7567444E+05
   15.8250   9.7635394E+05   1.4561815E+06   9.7340831E+05   7.7867569E+05   1.2582618E+06   7.7552475E+05
   15.8375   9.7615494E+05   1.4563150E+06   9.7325962E+05   7.7846006E+05   1.2583894E+06   7.7538100E+05
   15.8500   9.7595862E+05   1.4564438E+06   9.7311606E+05   7.7824812E+05   1.2585116E+06   7.7524325E+05
   15.8625   9.7576506E+05   1.4565678E+06   9.7297762E+05   7.7804012E+05   1.2586284E+06   7.7511156E+05
   15.8750   9.7557444E+05   1.4566871E+06   9.7284438E+05   7.7783625E+05   1.2587396E+06   7.7498594E+05
   15.8875   9.7538669E+05   1.4568019E+06   9.7271644E+05   7.7763662E+05   1.2588455E+06   7.7486650E+05
   15.9000   9.7520219E+05   1.4569116E+06   9.7259388E+05   7.7744150E+05   1.2589461E+06   7.7475325E+05
   15.9125   9.7502075E+05   1.4570169E+06   9.7247662E+05   7.7725100E+05   1.2590414E+06   7.7464625E+05
   15.9250   9.7484256E+05   1.4571174E+06   9.7236475E+05   7.7706525E+05   1.2591312E+06   7.7454550E+05
   15.9375   9.7466762E+05   1.4572135E+06   9.7225825E+05   7.7688444E+05   1.2592161E+06   7.7445100E+05
   15.9500   9.7449612E+05   1.4573049E+06   9.7215706E+05   7.7670862E+05   1.2592958E+06   7.7436275E+05
   15.9625   9.7432794E+05   1.4573921E+06   9.7206125E+05   7.7653800E+05   1.2593704E+06   7.7428088E+05
   15.9750   9.7416325E+05   1.4574749E+06   9.7197069E+05   7.7637262E+05   1.2594399E+06   7.7420519E+05
   15.9875   9.7400212E+05   1.4575534E+06   9.7188550E+05   7.7621262E+05   1.2595046E+06   7.7413581E+05
   16.0000   9.7384462E+05   1.4576278E+06   9.7180562E+05   7.7605800E+05   1.2595641E+06   7.7407275E+05
   16.0125   9.7369081E+05   1.4576979E+06   9.7173094E+05   7.7590894E+05   1.2596181E+06   7.7401588E+05
   16.0250   9.7354100E+05   1.4577638E+06   9.7166175E+05   7.7576538E+05   1.2596660E+06   7.7396519E+05
   16.0375   9.7339500E+05   1.4578256E+06   9.7159775E+05   7.7562750E+05   1.2597078E+06   7.7392075E+05
   16.0500   9.7325319E+05   1.4578834E+06   9.7153912E+05   7.7549531E+05   1.2597434E+06   7.7388244E+05
   16.0625   9.7311544E+05   1.4579370E+06   9.7148569E+05   7.7536881E+05   1.2597731E+06   7.7385031E+05
   16.0750   9.7298200E+05   1.4579868E+06   9.7143744E+05   7.7524812E+05   1.2597972E+06   7.7382419E+05
   16.0875   9.7285288E+05   1.4580326E+06   9.7139444E+05   7.7513319E+05   1.2598159E+06   7.7380412E+05
   16.1000   9.7272819E+05   1.4580746E+06   9.7135650E+05   7.7502400E+05   1.2598292E+06   7.7379006E+05
   16.1125   9.7260806E+05   1.4581128E+06   9.7132362E+05   7.7492069E+05   1.2598375E+06   7.7378194E+05
   16.1250   9.7249250E+05   1.4581470E+06   9.7129575E+05   7.7482312E+05   1.2598409E+06   7.7377962E+05
   16.1375   9.7238169E+05   1.4581776E+06   9.7127281E+05   7.7473138E+05   1.2598394E+06   7.7378312E+05
   16.1500   9.7227588E+05   1.4582039E+06   9.7125500E+05   7.7464538E+05   1.2598334E+06   7.7379238E+05
   16.1625   9.7217481E+05   1.4582265E+06   9.7124188E+05   7.7456506E+05   1.2598228E+06   7.7380719E+05
   16.1750   9.7207888E+05   1.4582451E+06   9.7123362E+05   7.7449050E+05   1.2598079E+06   7.7382750E+05
   16.1875   9.7198788E+05   1.4582598E+06   9.7123012E+05   7.7442156E+05   1.2597888E+06   7.7385325E+05
   16.2000   9.7190206E+05   1.4582704E+06   9.7123112E+05   7.7435812E+05   1.2597656E+06   7.7388431E+05
   16.2125   9.7182131E+05   1.4582770E+06   9.7123675E+05   7.7430025E+05   1.2597385E+06   7.7392050E+05
   16.2250   9.7174581E+05   1.4582798E+06   9.7124675E+05   7.7424775E+05   1.2597078E+06   7.7396181E+05
   16.2375   9.7167556E+05   1.4582788E+06   9.7126112E+05   7.7420062E+05   1.2596734E+06   7.7400794E+05
   16.2500   9.7161056E+05   1.4582738E+06   9.7127981E+05   7.7415881E+05   1.2596356E+06   7.7405888E+05
   16.2625   9.7155088E+05   1.4582651E+06   9.7130269E+05   7.7412212E+05   1.2595946E+06   7.7411450E+05
   16.2750   9.7149688E+05   1.4582522E+06   9.7132994E+05   7.7409056E+05   1.2595506E+06   7.7417450E+05
   16.2875   9.7144819E+05   1.4582359E+06   9.7136119E+05   7.7406406E+05   1.2595038E+06   7.7423894E+05
   16.3000   9.7140512E+05   1.4582155E+06   9.7139669E+05   7.7404250E+05   1.2594542E+06   7.7430750E+05
   16.3125   9.7136762E+05   1.4581914E+06   9.7143619E+05   7.7402588E+05   1.2594021E+06   7.7438006E+05
   16.3250   9.7133569E+05   1.4581634E+06   9.7147962E+05   7.7401406E+05   1.2593476E+06   7.7445656E+05
   16.3375   9.7130944E+05   1.4581316E+06   9.7152706E+05   7.7400700E+05   1.2592908E+06   7.7453681E+05
   16.3500   9.7128875E+05   1.4580961E+06   9.7157831E+05   7.7400469E+05   1.2592319E+06   7.7462056E+05
   16.3625   9.7127369E+05   1.4580569E+06   9.7163338E+05   7.7400706E+05   1.2591710E+06   7.7470781E+05
   16.3750   9.7126419E+05   1.4580141E+06   9.7169212E+05   7.7401400E+05   1.2591082E+06   7.7479825E+05
   16.3875   9.7126031E+05   1.4579678E+06   9.7175456E+05   7.7402556E+05   1.2590438E+06   7.7489188E+05
   16.4000   9.7126212E+05   1.4579176E+06   9.7182081E+05   7.7404162E+05   1.2589776E+06   7.7498838E+05
   16.4125   9.7126938E+05   1.4578642E+06   9.7189044E+05   7.7406212E+05   1.2589099E+06   7.7508769E+05
   16.4250   9.7128212E+05   1.4578074E+06   9.7196362E+05   7.7408712E+05   1.2588409E+06   7.7518962E+05
   16.4375   9.7130025E+05   1.4577475E+06   9.7204019E+05   7.7411656E+05   1.2587704E+06   7.7529406E+05
   16.4500   9.7132375E+05   1.4576846E+06   9.7212006E+05   7.7415031E+05   1.2586988E+06   7.7540075E+05
   16.4625   9.7135231E+05   1.4576189E+06   9.7220312E+05   7.7418838E+05   1.2586259E+06   7.7550962E+05
   16.4750   9.7138600E+05   1.4575504E+06   9.7228925E+05   7.7423075E+05   1.2585520E+06   7.7562050E+05
   16.4875   9.7142462E+05   1.4574792E+06   9.7237844E+05   7.7427738E+05   1.2584770E+06   7.7573319E+05
   16.5000   9.7146819E+05   1.4574058E+06   9.7247044E+05   7.7432819E+05   1.2584011E+06   7.7584756E+05
   16.5125   9.7151638E+05   1.4573300E+06   9.7256525E+05   7.7438319E+05   1.2583244E+06   7.7596344E+05
   16.5250   9.7156944E+05   1.4572519E+06   9.7266294E+05   7.7444238E+05   1.2582468E+06   7.7608081E+05
   16.5375   9.7162694E+05   1.4571718E+06   9.7276325E+05   7.7450562E+05   1.2581682E+06   7.7619938E+05
   16.5500   9.7168894E+05   1.4570896E+06   9.7286612E+05   7.7457294E+05   1.2580891E+06   7.7631912E+05
   16.5625   9.7175525E+05   1.4570055E+06   9.7297144E+05   7.7464431E+05   1.2580092E+06   7.7643994E+05
   16.5750   9.7182575E+05   1.4569196E+06   9.7307912E+05   7.7471975E+05   1.2579288E+06   7.7656169E+05
   16.5875   9.7190038E+05   1.4568321E+06   9.7318906E+05   7.7479912E+05   1.2578475E+06   7.7668425E+05
   16.6000   9.7197894E+05   1.4567429E+06   9.7330106E+05   7.7488250E+05   1.2577656E+06   7.7680756E+05
   16.6125   9.7206131E+05   1.4566522E+06   9.7341506E+05   7.7496975E+05   1.2576832E+06   7.7693150E+05
   16.6250   9.7214738E+05   1.4565602E+06   9.7353094E+05   7.7506094E+05   1.2576001E+06   7.7705606E+05
   16.6375   9.7223700E+05   1.4564670E+06   9.7364844E+05   7.7515600E+05   1.2575165E+06   7.7718106E+05
   16.6500   9.7233019E+05   1.4563724E+06   9.7376769E+05   7.7525488E+05   1.2574322E+06   7.7730656E+05
   16.6625   9.7242662E+05   1.4562769E+06   9.7388825E+05   7.7535744E+05   1.2573475E+06   7.7743238E+05
   16.6750   9.7252631E+05   1.4561802E+06   9.7401012E+05   7.7546375E+05   1.2572622E+06   7.7755856E+05
   16.6875   9.7262906E+05   1.4560829E+06   9.7413312E+05   7.7557369E+05   1.2571766E+06   7.7768494E+05
   16.7000   9.7273475E+05   1.4559848E+06   9.7425700E+05   7.7568719E+05   1.2570905E+06   7.7781150E+05
   16.7125   9.7284312E+05   1.4558860E+06   9.7438156E+05   7.7580419E+05   1.2570040E+06   7.7793825E+05
   16.7250   9.7295419E+05   1.4557868E+06   9.7450675E+05   7.7592450E+05   1.2569171E+06   7.7806506E+05
   16.7375   9.7306775E+05   1.4556870E+06   9.7463225E+05   7.7604812E+05   1.2568300E+06   7.7819188E+05
   16.7500   9.7318375E+05   1.4555869E+06   9.7475800E+05   7.7617488E+05   1.2567428E+06   7.7831875E+05
   16.7625   9.7330200E+05   1.4554865E+06   9.7488375E+05   7.7630475E+05   1.2566552E+06   7.7844550E+05
   16.7750   9.7342250E+05   1.4553859E+06   9.7500950E+05   7.7643750E+05   1.2565678E+06   7.7857212E+05
   16.7875   9.7354506E+05   1.4552850E+06   9.7513494E+05   7.7657312E+05   1.2564802E+06   7.7869862E+05
   16.8000   9.7366969E+05   1.4551839E+06   9.7526006E+05   7.7671138E+05   1.2563926E+06   7.7882488E+05
   16.8125   9.7379625E+05   1.4550825E+06   9.7538462E+05   7.7685219E+05   1.2563051E+06   7.7895094E+05
   16.8250   9.7392475E+05   1.4549809E+06   9.7550856E+05   7.7699538E+05   1.2562178E+06   7.7907669E+05
   16.8375   9.7405494E+05   1.4548791E+06   9.7563169E+05   7.7714088E+05   1.2561305E+06   7.7920206E+05
   16.8500   9.7418688E+05   1.4547770E+06   9.7575394E+05   7.7728850E+05   1.2560435E+06   7.7932712E+05
   16.8625   9.7432050E+05   1.4546746E+06   9.7587512E+05   7.7743812E+05   1.2559568E+06   7.7945169E+05
   16.8750   9.7445562E+05   1.4545720E+06   9.7599519E+05   7.7758956E+05   1.2558701E+06   7.7957581E+05
   16.8875   9.7459231E+05   1.4544690E+06   9.7611400E+05   7.7774269E+05   1.2557839E+06   7.7969938E+05
   16.9000   9.7473044E+05   1.4543659E+06   9.7623162E+05   7.7789738E+05   1.2556979E+06   7.7982238E+05
   16.9125   9.7486994E+05   1.4542624E+06   9.7634769E+05   7.7805350E+05   1.2556122E+06   7.7994462E+05
   16.9250   9.7501075E+05   1.4541586E+06   9.7646225E+05   7.7821081E+05   1.2555270E+06   7.8006612E+05
   16.9375   9.7515275E+05   1.4540546E+06   9.7657519E+05   7.7836919E+05   1.2554421E+06   7.8018681E+05
   16.9500   9.7529588E+05   1.4539504E+06   9.7668650E+05   7.7852850E+05   1.2553578E+06   7.8030650E+05
   16.9625   9.7544000E+05   1.4538459E+06   9.7679600E+05   7.7868856E+05   1.2552738E+06   7.8042519E+05
   16.9750   9.7558512E+05   1.4537411E+06   9.7690375E+05   7.7884919E+05   1.2551902E+06   7.8054275E+05
   16.9875   9.7573106E+05   1.4536362E+06   9.7700956E+05   7.7901031E+05   1.2551072E+06   7.8065906E+05
   17.0000   9.7587781E+05   1.4535310E+06   9.7711356E+05   7.7917169E+05   1.2550249E+06   7.8077400E+05
   17.0125   9.7602525E+05   1.4534254E+06   9.7721562E+05   7.7933319E+05   1.2549429E+06   7.8088744E+05
   17.0250   9.7617331E+05   1.4533198E+06   9.7731581E+05   7.7949469E+05   1.2548616E+06   7.8099925E+05
   17.0375   9.7632188E+05   1.4532138E+06   9.7741412E+05   7.7965600E+05   1.2547809E+06   7.8110938E+05
   17.0500   9.7647094E+05   1.4531075E+06   9.7751056E+05   7.7981700E+05   1.2547006E+06   7.8121762E+05
   17.0625   9.7662025E+05   1.4530010E+06   9.7760525E+05   7.7997756E+05   1.2546211E+06   7.8132388E+05
   17.0750   9.7676988E+05   1.4528941E+06   9.7769806E+05   7.8013756E+05   1.2545420E+06   7.8142812E+05
   17.0875   9.7691956E+05   1.4527869E+06   9.7778912E+05   7.8029694E+05   1.2544634E+06   7.8153012E+05
   17.1000   9.7706931E+05   1.4526794E+06   9.7787844E+05   7.8045544E+05   1.2543854E+06   7.8162988E+05
   17.1125   9.7721900E+05   1.4525715E+06   9.7796606E+05   7.8061306E+05   1.2543076E+06   7.8172719E+05
   17.1250   9.7736838E+05   1.4524634E+06   9.7805206E+05   7.8076969E+05   1.2542304E+06   7.8182200E+05
   17.1375   9.7751744E+05   1.4523550E+06   9.7813631E+05   7.8092525E+05   1.2541535E+06   7.8191419E+05
   17.1500   9.7766588E+05   1.4522466E+06   9.7821894E+05   7.8107962E+05   1.2540768E+06   7.8200375E+05
   17.1625   9.7781369E+05   1.4521382E+06   9.7829988E+05   7.8123269E+05   1.2540002E+06   7.8209050E+05
   17.1750   9.7796062E+05   1.4520299E+06   9.7837925E+05   7.8138444E+05   1.2539240E+06   7.8217444E+05
   17.1875   9.7810662E+05   1.4519216E+06   9.7845688E+05   7.8153481E+05   1.2538478E+06   7.8225538E+05
   17.2000   9.7825144E+05   1.4518135E+06   9.7853288E+05   7.8168362E+05   1.2537715E+06   7.8233338E+05
   17.2125   9.7839506E+05   1.4517058E+06   9.7860725E+05   7.8183094E+05   1.2536952E+06   7.8240838E+05
   17.2250   9.7853719E+05   1.4515982E+06   9.7867994E+05   7.8197656E+05   1.2536189E+06   7.8248025E+05
   17.2375   9.7867781E+05   1.4514910E+06   9.7875094E+05   7.8212050E+05   1.2535424E+06   7.8254900E+05
   17.2500   9.7881675E+05   1.4513842E+06   9.7882031E+05   7.8226269E+05   1.2534656E+06   7.8261456E+05
   17.2625   9.7895394E+05   1.4512778E+06   9.7888806E+05   7.8240306E+05   1.2533886E+06   7.8267694E+05
   17.2750   9.7908919E+05   1.4511721E+06   9.7895406E+05   7.8254156E+05   1.2533112E+06   7.8273619E+05
   17.2875   9.7922244E+05   1.4510668E+06   9.7901850E+05   7.8267806E+05   1.2532336E+06   7.8279225E+05
   17.3000   9.7935362E+05   1.4509619E+06   9.7908131E+05   7.8281256E+05   1.2531554E+06   7.8284519E+05
   17.3125   9.7948269E+05   1.4508572E+06   9.7914262E+05   7.8294500E+05   1.2530768E+06   7.8289500E+05
   17.3250   9.7960950E+05   1.4507530E+06   9.7920231E+05   7.8307531E+05   1.2529975E+06   7.8294175E+05
   17.3375   9.7973406E+05   1.4506489E+06   9.7926056E+05   7.8320344E+05   1.2529178E+06   7.8298550E+05
   17.3500   9.7985631E+05   1.4505449E+06   9.7931738E+05   7.8332931E+05   1.2528372E+06   7.8302631E+05
   17.3625   9.7997619E+05   1.4504410E+06   9.7937281E+05   7.8345288E+05   1.2527560E+06   7.8306419E+05
   17.3750   9.8009369E+05   1.4503370E+06   9.7942681E+05   7.8357406E+05   1.2526741E+06   7.8309938E+05
   17.3875   9.8020869E+05   1.4502329E+06   9.7947944E+05   7.8369275E+05   1.2525915E+06   7.8313181E+05
   17.4000   9.8032094E+05   1.4501291E+06   9.7953056E+05   7.8380894E+05   1.2525081E+06   7.8316162E+05
   17.4125   9.8043069E+05   1.4500250E+06   9.7958044E+05   7.8392256E+05   1.2524240E+06   7.8318894E+05
   17.4250   9.8053769E+05   1.4499209E+06   9.7962875E+05   7.8403350E+05   1.2523391E+06   7.8321381E+05
   17.4375   9.8064200E+05   1.4498165E+06   9.7967575E+05   7.8414162E+05   1.2522535E+06   7.8323631E+05
   17.4500   9.8074350E+05   1.4497120E+06   9.7972131E+05   7.8424694E+05   1.2521672E+06   7.8325662E+05
   17.4625   9.8084219E+05   1.4496071E+06   9.7976544E+05   7.8434925E+05   1.2520804E+06   7.8327475E+05
   17.4750   9.8093812E+05   1.4495019E+06   9.7980819E+05   7.8444856E+05   1.2519930E+06   7.8329081E+05
   17.4875   9.8103112E+05   1.4493962E+06   9.7984944E+05   7.8454475E+05   1.2519050E+06   7.8330488E+05
   17.5000   9.8112131E+05   1.4492900E+06   9.7988931E+05   7.8463775E+05   1.2518165E+06   7.8331706E+05
   17.5125   9.8120856E+05   1.4491834E+06   9.7992775E+05   7.8472750E+05   1.2517276E+06   7.8332744E+05
   17.5250   9.8129269E+05   1.4490766E+06   9.7996450E+05   7.8481388E+05   1.2516384E+06   7.8333612E+05
   17.5375   9.8137406E+05   1.4489690E+06   9.7999994E+05   7.8489688E+05   1.2515488E+06   7.8334325E+05
   17.5500   9.8145244E+05   1.4488610E+06   9.8003388E+05   7.8497644E+05   1.2514588E+06   7.8334881E+05
   17.5625   9.8152788E+05   1.4487522E+06   9.8006644E+05   7.8505250E+05   1.2513685E+06   7.8335306E+05
   17.5750   9.8160044E+05   1.4486429E+06   9.8009756E+05   7.8512500E+05   1.2512780E+06   7.8335600E+05
   17.5875   9.8167006E+05   1.4485325E+06   9.8012738E+05   7.8519394E+05   1.2511871E+06   7.8335775E+05
   17.6000   9.8173688E+05   1.4484212E+06   9.8015581E+05   7.8525931E+05   1.2510960E+06   7.8335850E+05
   17.6125   9.8180081E+05   1.4483090E+06   9.8018306E+05   7.8532106E+05   1.2510044E+06   7.8335838E+05
   17.6250   9.8186200E+05   1.4481958E+06   9.8020900E+05   7.8537931E+05   1.2509125E+06   7.8335744E+05
   17.6375   9.8192031E+05   1.4480815E+06   9.8023381E+05   7.8543388E+05   1.2508201E+06   7.8335581E+05
   17.6500   9.8197550E+05   1.4479670E+06   9.8025706E+05   7.8548494E+05   1.2507271E+06   7.8335369E+05
   17.6625   9.8202794E+05   1.4478511E+06   9.8027931E+05   7.8553244E+05   1.2506338E+06   7.8335106E+05
   17.6750   9.8207738E+05   1.4477348E+06   9.8030019E+05   7.8557631E+05   1.2505396E+06   7.8334819E+05
   17.6875   9.8212394E+05   1.4476178E+06   9.8031988E+05   7.8561675E+05   1.2504449E+06   7.8334506E+05
   17.7000   9.8216756E+05   1.4475000E+06   9.8033838E+05   7.8565362E+05   1.2503495E+06   7.8334188E+05
   17.7125   9.8220819E+05   1.4473818E+06   9.8035569E+05   7.8568706E+05   1.2502532E+06   7.8333862E+05
   17.7250   9.8224594E+05   1.4472630E+06   9.8037175E+05   7.8571700E+05   1.2501561E+06   7.8333544E+05
   17.7375   9.8228075E+05   1.4471439E+06   9.8038675E+05   7.8574356E+05   1.2500582E+06   7.8333244E+05
   17.7500   9.8231262E+05   1.4470244E+06   9.8040056E+05   7.8576669E+05   1.2499594E+06   7.8332962E+05
   17.7625   9.8234162E+05   1.4469045E+06   9.8041331E+05   7.8578650E+05   1.2498595E+06   7.8332712E+05
   17.7750   9.8236738E+05   1.4467852E+06   9.8042462E+05   7.8580300E+05   1.2497588E+06   7.8332500E+05
   17.7875   9.8239044E+05   1.4466655E+06   9.8043500E+05   7.8581625E+05   1.2496569E+06   7.8332319E+05
   17.8000   9.8241044E+05   1.4465462E+06   9.8044419E+05   7.8582625E+05   1.2495539E+06   7.8332188E+05
   17.8125   9.8242769E+05   1.4464270E+06   9.8045238E+05   7.8583312E+05   1.2494498E+06   7.8332106E+05
   17.8250   9.8244212E+05   1.4463080E+06   9.8045962E+05   7.8583688E+05   1.2493446E+06   7.8332075E+05
   17.8375   9.8245388E+05   1.4461892E+06   9.8046588E+05   7.8583756E+05   1.2492381E+06   7.8332100E+05
   17.8500   9.8246294E+05   1.4460706E+06   9.8047138E+05   7.8583531E+05   1.2491305E+06   7.8332181E+05
   17.8625   9.8246944E+05   1.4459524E+06   9.8047606E+05   7.8583012E+05   1.2490216E+06   7.8332331E+05
